reseña_bruta;rating;tema_principal
No fue una buena experiencia. me trajeron otra cosa meh;1;errores_pedido
Quedé bastante decepcionado. tardaron en contestar;2;soporte_cliente
Simplemente correcto. hubo un pequeño error pero nada grave;3;errores_pedido
Todo salió realmente bien. app facil de usar 👍 fatal;4;usabilidad_app
Fue una experiencia muy agradable. pp fcil de usr 👍;4;usabilidad_app
Quedé bastante decepcionado. crashea todo el rato brutal;1;usabilidad_app
Quedé muy satisfecho con el servicio. normalmente hay repartidores disponibles;4;cobertura_zona
Quedé bastante decepcionado. NO HAY REPARTIDORES EN MI ZONA 😡 😡;1;cobertura_zona
Todo salió realmente bien. SOPORTE EXCELENTE SOLUCIONARON TODO 👏;5;soporte_cliente
La experiencia dejó mucho que desear. sabe fatal, incomible 😤 brutal;1;calidad_comida
Quedé bastante decepcionado. no hay repartidores en mi zona 😡;1;cobertura_zona
Todo salió realmente bien. normalmente hay repartidores disponibles 🔥;4;cobertura_zona
Quedé muy satisfecho con el servicio. buena atencion al cliente 😊;4;soporte_cliente
Quedé muy satisfecho con el servicio. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
Quedé bastante decepcionado. pedido incorrecto otra vez 😡 fatal;1;errores_pedido
Superó mis expectativas. super barato con la promo 🔥;5;precio
Quedé muy satisfecho con el servicio. buen precio para la calidad;4;precio
El servicio fue insatisfactorio. algo caro la verdad;2;precio
Todo salió realmente bien. todo correcto esta vez 👍;4;errores_pedido
No fue nada fuera de lo común. funciona pero a veces falla;3;usabilidad_app
No cumplió con lo esperado. me trajeron otra cosa;1;errores_pedido
Fue una experiencia muy agradable. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
Todo salió realmente bien. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
La experiencia fue excelente. buen precio para la calidad;4;precio
En general, estuvo aceptable. tiempo normal supongo;3;tiempo_entrega
Superó mis expectativas. rica y bien preparada 😊;4;calidad_comida
La experiencia dejó mucho que desear. tardaron en contestar meh;2;soporte_cliente
La experiencia dejó mucho que desear. tardaron en contestar;2;soporte_cliente
Todo salió realmente bien. pedido perfecto sin errores 👏;5;errores_pedido
No fue nada fuera de lo común. me ayudaron pero lento;3;soporte_cliente
Quedé bastante decepcionado. TARDARON EN CONTESTAR 😤;2;soporte_cliente
La experiencia fue excelente. impresionante lo rapido que llego 🔥 😊;5;tiempo_entrega
No cumplió con lo esperado. v lent y se trb 😤;2;usabilidad_app
No fue una buena experiencia. NO HAY REPARTIDORES EN MI ZONA 😡;1;cobertura_zona
Todo salió realmente bien. llego rapido 👍;4;tiempo_entrega
No fue una buena experiencia. comida fria y pasada 😡;1;calidad_comida
La experiencia fue excelente. SUPER BARATO CON LA PROMO 🔥;5;precio
La experiencia fue excelente. buen precio pr l clidd;4;precio
Cumplió sin destacar demasiado. clidd norml, nd especil;3;calidad_comida
Fue una experiencia estándar. calidad normal, nada especial;3;calidad_comida
Fue una experiencia muy agradable. SUPER rapido en menos de 15min 😍 👍;5;tiempo_entrega
No fue nada fuera de lo común. me ayudaron pero lento;3;soporte_cliente
La experiencia fue excelente. impresionante lo rapido que llego 🔥;5;tiempo_entrega
Quedé muy satisfecho con el servicio. IMPRESIONANTE LO RAPIDO QUE LLEGO 🔥;5;tiempo_entrega
Superó mis expectativas. todo sabroso y calentito;4;calidad_comida
Fue una experiencia muy agradable. todo correcto esta vez 👍;4;errores_pedido
La experiencia fue excelente. buen precio para la calidad meh;4;precio
La experiencia dejó mucho que desear. COMIDA FRIA Y PASADA 😡 👎;1;calidad_comida
No cumplió con lo esperado. poca cobertura donde vivo pfff;2;cobertura_zona
Superó mis expectativas. pedido perfecto sin errores 👏;5;errores_pedido
Superó mis expectativas. buen precio para la calidad;4;precio
Quedé bastante decepcionado. FALTABAN PRODUCTOS 😡;1;errores_pedido
En general, estuvo aceptable. me ayudaron pero lento;3;soporte_cliente
La experiencia fue excelente. todo sabroso y calentito;4;calidad_comida
La experiencia fue excelente. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍 😍;5;usabilidad_app
No fue nada fuera de lo común. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
Superó mis expectativas. ESPECTACULAR la comida 😍🔥;5;calidad_comida
Quedé muy satisfecho con el servicio. calidad increible me encanto;5;calidad_comida
Simplemente correcto. precio normal supongo meh;3;precio
No fue una buena experiencia. nunc hy disponibilidd;1;cobertura_zona
Quedé bastante decepcionado. no muy buen l clidd 🤦;2;calidad_comida
Fue una experiencia muy agradable. pedido perfecto sin errores 👏;5;errores_pedido
El servicio fue insatisfactorio. PEDI HACE 2 HORAS Y NO LLEGA 😡;1;tiempo_entrega
La experiencia fue excelente. app facil de usar 👍 👏;4;usabilidad_app
No cumplió con lo esperado. POCA COBERTURA DONDE VIVO;2;cobertura_zona
Cumplió sin destacar demasiado. hubo un pequeño error pero nada grave;3;errores_pedido
No fue una buena experiencia. se equivocaron pero lo solucionaron tarde;2;errores_pedido
Quedé bastante decepcionado. se equivocaron pero lo solucionaron tarde;2;errores_pedido
La experiencia dejó mucho que desear. no hay repartidores en mi zona 😡;1;cobertura_zona
Quedé muy satisfecho con el servicio. entrega bastante rapida la verdad 👍;4;tiempo_entrega
Quedé bastante decepcionado. faltaban productos 👎;1;errores_pedido
Quedé muy satisfecho con el servicio. ESPECTACULAR l comid 😍🔥 meh;5;calidad_comida
Superó mis expectativas. soporte excelente solucionron todo 👏;5;soporte_cliente
Fue una experiencia estándar. TIEMPO NORMAL SUPONGO;3;tiempo_entrega
No fue nada fuera de lo común. me ayudaron pero lento;3;soporte_cliente
Superó mis expectativas. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
Quedé bastante decepcionado. no muy buena la calidad 😡;2;calidad_comida
Todo salió realmente bien. siempre hay cobertura en mi zona 👍 😊;5;cobertura_zona
No cumplió con lo esperado. crashea todo el rato 😭;1;usabilidad_app
No cumplió con lo esperado. poca cobertura donde vivo;2;cobertura_zona
Fue una experiencia estándar. funciona pero a veces falla pfff;3;usabilidad_app
La experiencia fue excelente. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
No cumplió con lo esperado. sabe fatal, incomible;1;calidad_comida
Fue una experiencia estándar. ME AYUDARON PERO LENTO;3;soporte_cliente
Quedé bastante decepcionado. POCA COBERTURA DONDE VIVO;2;cobertura_zona
Todo salió realmente bien. ME ENCANTA l interfz super intuitiv 😍 fatal;5;usabilidad_app
Todo salió realmente bien. TODO CORRECTO ESTA VEZ 👍 👍 brutal;4;errores_pedido
Fue una experiencia estándar. funciona pero a veces falla;3;usabilidad_app
Cumplió sin destacar demasiado. llego un poco trde pero ok;3;tiempo_entrega
Fue una experiencia muy agradable. ME ENCANTA l interfz super intuitiv 😍 😍;5;usabilidad_app
La experiencia fue excelente. app facil de usar 👍;4;usabilidad_app
Fue una experiencia muy agradable. NORMALMENTE HAY REPARTIDORES DISPONIBLES;4;cobertura_zona
La experiencia fue excelente. APP FACIL DE USAR 👍;4;usabilidad_app
La experiencia dejó mucho que desear. lgo cro l verdd;2;precio
La experiencia dejó mucho que desear. tardaron en contestar;2;soporte_cliente
Fue una experiencia muy agradable. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
Superó mis expectativas. todo correcto esta vez 👍;4;errores_pedido
El servicio fue insatisfactorio. la app no funciona se cuelga 😡;1;usabilidad_app
Fue una experiencia muy agradable. normalmente hay repartidores disponibles fatal;4;cobertura_zona
Quedé bastante decepcionado. algo caro la verdad meh;2;precio
El servicio fue insatisfactorio. CARISIMO pr lo que es 💸;1;precio
PEDI HACE 2 HORAS Y NO LLEGA 😡 😤 fatal;1;tiempo_entrega
Simplemente correcto. precio normal supongo;3;precio
Quedé muy satisfecho con el servicio. soporte excelente solucionron todo 👏;5;soporte_cliente
No cumplió con lo esperado. NO MUY BUENA LA CALIDAD;2;calidad_comida
Cumplió sin destacar demasiado. HUBO UN PEQUEÑO ERROR PERO NADA GRAVE;3;errores_pedido
Quedé muy satisfecho con el servicio. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
La experiencia fue excelente. NORMALMENTE HAY REPARTIDORES DISPONIBLES;4;cobertura_zona
No fue una buena experiencia. CARISIMO PARA LO QUE ES 💸;1;precio
Fue una experiencia muy agradable. pedido perfecto sin errores 👏 👏;5;errores_pedido
Todo salió realmente bien. CALIDAD INCREIBLE ME ENCANTO;5;calidad_comida
La experiencia fue excelente. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
No fue una buena experiencia. poca cobertura donde vivo;2;cobertura_zona
La experiencia fue excelente. todo correcto esta vez 👍 😊 pfff;4;errores_pedido
En general, estuvo aceptable. me ayudaron pero lento;3;soporte_cliente
Todo salió realmente bien. CALIDAD INCREIBLE ME ENCANTO;5;calidad_comida
Todo salió realmente bien. soporte excelente solucionaron todo 👏 😊;5;soporte_cliente
Quedé bastante decepcionado. no muy buena la calidad;2;calidad_comida
No cumplió con lo esperado. nunca hay disponibilidad;1;cobertura_zona
Fue una experiencia muy agradable. ME ENCANTA l interfz super intuitiv 😍 🔥;5;usabilidad_app
No cumplió con lo esperado. LLEGO TARDE OTRA VEZ 😤;2;tiempo_entrega
La experiencia fue excelente. ESPECTACULAR LA COMIDA 😍🔥;5;calidad_comida
La experiencia fue excelente. todo correcto est vez 👍;4;errores_pedido
La experiencia fue excelente. buen precio para la calidad;4;precio
Todo salió realmente bien. siempre hay cobertura en mi zona 👍 pfff;5;cobertura_zona
Quedé muy satisfecho con el servicio. buena atencion al cliente 😊;4;soporte_cliente
La experiencia fue excelente. impresionante lo rapido que llego 🔥;5;tiempo_entrega
La experiencia fue excelente. buen precio pr l clidd 🔥;4;precio
La experiencia fue excelente. super brto con l promo 🔥 👍;5;precio
Superó mis expectativas. LLEGO RAPIDO 👍;4;tiempo_entrega
Fue una experiencia muy agradable. todo correcto esta vez 👍;4;errores_pedido
La experiencia dejó mucho que desear. trdron en contestr;2;soporte_cliente
Todo salió realmente bien. TODO CORRECTO ESTA VEZ 👍;4;errores_pedido
Cumplió sin destacar demasiado. tiempo normal supongo;3;tiempo_entrega
Quedé bastante decepcionado. lgo fri pero comible;2;calidad_comida
Simplemente correcto. funciona pero a veces falla;3;usabilidad_app
Fue una experiencia muy agradable. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
Superó mis expectativas. calidad increible me encanto;5;calidad_comida
Quedé bastante decepcionado. va lenta y se traba;2;usabilidad_app
Fue una experiencia muy agradable. normlmente hy reprtidores disponibles 😊;4;cobertura_zona
Quedé muy satisfecho con el servicio. TODO CORRECTO ESTA VEZ 👍 🔥;4;errores_pedido
Simplemente correcto. precio normal supongo meh;3;precio
Cumplió sin destacar demasiado. funcion pero  veces fll;3;usabilidad_app
Fue una experiencia muy agradable. rica y bien preparada 😊 ok;4;calidad_comida
Quedé muy satisfecho con el servicio. buen precio para la calidad;4;precio
Fue una experiencia muy agradable. TODO CORRECTO ESTA VEZ 👍;4;errores_pedido
No fue una buena experiencia. tardo muchisimo la entrega 😤 meh;2;tiempo_entrega
La experiencia fue excelente. llego rapido 👍;4;tiempo_entrega
El servicio fue insatisfactorio. CARISIMO PARA LO QUE ES 💸;1;precio
La experiencia dejó mucho que desear. pedido incorrecto otra vez 😡;1;errores_pedido
La experiencia fue excelente. ENTREGA BASTANTE RAPIDA LA VERDAD;4;tiempo_entrega
Todo salió realmente bien. soporte excelente solucionaron todo 👏;5;soporte_cliente
No fue una buena experiencia. poca cobertura donde vivo 👎;2;cobertura_zona
La experiencia dejó mucho que desear. CRASHEA TODO EL RATO 🤦;1;usabilidad_app
Quedé bastante decepcionado. tardo muchisimo la entrega 😤;2;tiempo_entrega
Todo salió realmente bien. entrega bastante rapida la verdad fatal;4;tiempo_entrega
Quedé muy satisfecho con el servicio. TODO SABROSO Y CALENTITO 👍;4;calidad_comida
La experiencia fue excelente. normalmente hay repartidores disponibles;4;cobertura_zona
Todo salió realmente bien. rica y bien preparada 😊;4;calidad_comida
Quedé muy satisfecho con el servicio. llego rapido 👍 🔥 brutal;4;tiempo_entrega
La experiencia dejó mucho que desear. tardo muchisimo la entrega;2;tiempo_entrega
Fue una experiencia estándar. me ayudaron pero lento fatal;3;soporte_cliente
El servicio fue insatisfactorio. nunca llega el pedido pfff brutal;1;tiempo_entrega
El servicio fue insatisfactorio. poc cobertur donde vivo;2;cobertura_zona
El servicio fue insatisfactorio. algo caro la verdad 😭;2;precio
No cumplió con lo esperado. poca cobertura donde vivo 😡;2;cobertura_zona
No fue una buena experiencia. CARISIMO para lo que es 💸 ok;1;precio
No fue una buena experiencia. tardaron en contestar 😡 ok;2;soporte_cliente
Superó mis expectativas. todo correcto esta vez 👍 fatal;4;errores_pedido
Cumplió sin destacar demasiado. precio normal supongo;3;precio
La experiencia dejó mucho que desear. va lenta y se traba fatal;2;usabilidad_app
Todo salió realmente bien. llego rapido 👍 😊;4;tiempo_entrega
La experiencia dejó mucho que desear. se equivocron pero lo solucionron trde;2;errores_pedido
Fue una experiencia estándar. calidad normal, nada especial;3;calidad_comida
Fue una experiencia estándar. LLEGO UN POCO TARDE PERO OK;3;tiempo_entrega
Fue una experiencia muy agradable. app facil de usar 👍 😍 fatal;4;usabilidad_app
No fue nada fuera de lo común. funciona pero a veces falla;3;usabilidad_app
La experiencia dejó mucho que desear. lgo fri pero comible;2;calidad_comida
La experiencia dejó mucho que desear. 40 min de retraso, un desastre pfff;1;tiempo_entrega
La experiencia dejó mucho que desear. sabe fatal, incomible ok;1;calidad_comida
No cumplió con lo esperado. nunca llega el pedido pfff 😤;1;tiempo_entrega
Simplemente correcto. precio normal supongo;3;precio
Superó mis expectativas. TODO SABROSO Y CALENTITO;4;calidad_comida
Fue una experiencia estándar. me ayudaron pero lento;3;soporte_cliente
Cumplió sin destacar demasiado.  veces hy servicio  veces no fatal;3;cobertura_zona
El servicio fue insatisfactorio. atencion pesima no responden 😡;1;soporte_cliente
El servicio fue insatisfactorio. lgo cro l verdd;2;precio
La experiencia fue excelente. rica y bien preparada 😊;4;calidad_comida
La experiencia fue excelente. pedido perfecto sin errores 👏;5;errores_pedido
BUENA ATENCION AL CLIENTE 😊 👏 brutal;4;soporte_cliente
No fue una buena experiencia. CARISIMO para lo que es 💸 meh;1;precio
Fue una experiencia estándar. hubo un pequeño error pero nd grve;3;errores_pedido
La experiencia fue excelente. buen tencion l cliente 😊;4;soporte_cliente
No fue una buena experiencia. CARISIMO para lo que es 💸 😭;1;precio
En general, estuvo aceptable. CALIDAD NORMAL, NADA ESPECIAL;3;calidad_comida
La experiencia fue excelente. impresionante lo rapido que llego 🔥;5;tiempo_entrega
Todo salió realmente bien. app facil de usar 👍 😍;4;usabilidad_app
La experiencia dejó mucho que desear. se equivocaron pero lo solucionaron tarde 👎 pfff;2;errores_pedido
El servicio fue insatisfactorio. ME TRAJERON OTRA COSA ok;1;errores_pedido
Superó mis expectativas. normalmente hay repartidores disponibles;4;cobertura_zona
La experiencia dejó mucho que desear. NO MUY BUENA LA CALIDAD;2;calidad_comida
Fue una experiencia muy agradable. PEDIDO PERFECTO SIN ERRORES 👏 fatal;5;errores_pedido
Fue una experiencia muy agradable. todo correcto esta vez 👍 👍;4;errores_pedido
La experiencia fue excelente. app facil de usar 👍;4;usabilidad_app
TARDARON EN CONTESTAR 😤 fatal;2;soporte_cliente
La experiencia fue excelente. APP FACIL DE USAR 👍 👍 pfff;4;usabilidad_app
Fue una experiencia muy agradable. TODO SABROSO Y CALENTITO;4;calidad_comida
Quedé muy satisfecho con el servicio. normalmente hay repartidores disponibles 👏;4;cobertura_zona
Quedé muy satisfecho con el servicio. BUENA ATENCION AL CLIENTE 😊 👍 fatal;4;soporte_cliente
Fue una experiencia muy agradable. buen precio pr l clidd brutal;4;precio
Quedé muy satisfecho con el servicio. soporte excelente solucionaron todo 👏;5;soporte_cliente
No fue una buena experiencia. faltaban productos pfff;1;errores_pedido
Cumplió sin destacar demasiado. TIEMPO NORMAL SUPONGO;3;tiempo_entrega
Superó mis expectativas. todo correcto esta vez 👍 ok;4;errores_pedido
Quedé bastante decepcionado. poca cobertura donde vivo;2;cobertura_zona
En general, estuvo aceptable. funciona pero a veces falla brutal;3;usabilidad_app
No fue una buena experiencia. sabe fatal, incomible;1;calidad_comida
Superó mis expectativas. pp fcil de usr 👍;4;usabilidad_app
La experiencia fue excelente. BUENA ATENCION AL CLIENTE 😊 😍;4;soporte_cliente
Simplemente correcto. tiempo norml supongo;3;tiempo_entrega
Simplemente correcto. CALIDAD NORMAL, NADA ESPECIAL brutal;3;calidad_comida
Todo salió realmente bien. todo correcto est vez 👍 👏;4;errores_pedido
En general, estuvo aceptable. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
La experiencia fue excelente. todo correcto est vez 👍;4;errores_pedido
Superó mis expectativas. super barato con la promo 🔥;5;precio
La experiencia fue excelente. todo sabroso y calentito;4;calidad_comida
Fue una experiencia muy agradable. BUENA ATENCION AL CLIENTE 😊 👍;4;soporte_cliente
La experiencia fue excelente. ESPECTACULAR la comida 😍🔥;5;calidad_comida
La experiencia dejó mucho que desear. PRECIOS ABUSIVOS;1;precio
Superó mis expectativas. todo correcto est vez 👍 meh;4;errores_pedido
Superó mis expectativas. SUPER RAPIDO EN MENOS DE 15MIN 😍;5;tiempo_entrega
El servicio fue insatisfactorio. ALGO FRIA PERO COMIBLE;2;calidad_comida
La experiencia dejó mucho que desear. poc cobertur donde vivo 😭;2;cobertura_zona
Superó mis expectativas. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍;5;usabilidad_app
No fue una buena experiencia. precios busivos;1;precio
La experiencia fue excelente. buena atencion al cliente 😊 ok;4;soporte_cliente
La experiencia dejó mucho que desear. tencion pesim no responden 😡 🤦;1;soporte_cliente
El servicio fue insatisfactorio. la app no funciona se cuelga 😡;1;usabilidad_app
La experiencia dejó mucho que desear. algo fria pero comible 😡 brutal;2;calidad_comida
Quedé muy satisfecho con el servicio. buen precio para la calidad;4;precio
No cumplió con lo esperado. poca cobertura donde vivo 😤;2;cobertura_zona
El servicio fue insatisfactorio. algo caro la verdad;2;precio
Quedé muy satisfecho con el servicio. todo correcto esta vez 👍;4;errores_pedido
Simplemente correcto. a veces hay servicio a veces no;3;cobertura_zona
No cumplió con lo esperado. LA APP NO FUNCIONA SE CUELGA 😡;1;usabilidad_app
El servicio fue insatisfactorio. tencion pesim no responden 😡;1;soporte_cliente
El servicio fue insatisfactorio. poca cobertura donde vivo;2;cobertura_zona
Cumplió sin destacar demasiado.  veces hy servicio  veces no;3;cobertura_zona
Simplemente correcto. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
El servicio fue insatisfactorio. algo caro la verdad 😤;2;precio
No cumplió con lo esperado. la app no funciona se cuelga 😡;1;usabilidad_app
Superó mis expectativas. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
En general, estuvo aceptable. ME AYUDARON PERO LENTO;3;soporte_cliente
Fue una experiencia muy agradable. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
No fue una buena experiencia. comida fria y pasada 😡;1;calidad_comida
Quedé muy satisfecho con el servicio. siempre hy cobertur en mi zon 👍 ok;5;cobertura_zona
No cumplió con lo esperado. tardaron en contestar 👎;2;soporte_cliente
La experiencia fue excelente. calidad increible me encanto 🔥 brutal;5;calidad_comida
La experiencia dejó mucho que desear. sabe fatal, incomible;1;calidad_comida
Todo salió realmente bien. normalmente hay repartidores disponibles;4;cobertura_zona
Quedé muy satisfecho con el servicio. buena atencion al cliente 😊;4;soporte_cliente
El servicio fue insatisfactorio. va lenta y se traba 😭;2;usabilidad_app
Fue una experiencia muy agradable. normlmente hy reprtidores disponibles 👏 meh;4;cobertura_zona
No fue una buena experiencia. se equivocaron pero lo solucionaron tarde;2;errores_pedido
Fue una experiencia estándar. clidd norml, nd especil fatal;3;calidad_comida
El servicio fue insatisfactorio. TARDARON EN CONTESTAR;2;soporte_cliente
No fue nada fuera de lo común. tiempo normal supongo;3;tiempo_entrega
Fue una experiencia estándar. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
La experiencia dejó mucho que desear. nunca hay disponibilidad 😡;1;cobertura_zona
Simplemente correcto. LLEGO UN POCO TARDE PERO OK;3;tiempo_entrega
En general, estuvo aceptable. precio normal supongo;3;precio
Todo salió realmente bien. IMPRESIONANTE LO RAPIDO QUE LLEGO 🔥;5;tiempo_entrega
Quedé bastante decepcionado. SE EQUIVOCARON PERO LO SOLUCIONARON TARDE;2;errores_pedido
La experiencia dejó mucho que desear. PRECIOS ABUSIVOS;1;precio
Fue una experiencia muy agradable. llego rapido 👍 👏 ok;4;tiempo_entrega
Fue una experiencia muy agradable. buena atencion al cliente 😊 👍;4;soporte_cliente
Quedé muy satisfecho con el servicio. ESPECTACULAR LA COMIDA 😍🔥 👍;5;calidad_comida
El servicio fue insatisfactorio. nunca hay disponibilidad;1;cobertura_zona
Simplemente correcto. llego un poco tarde pero ok;3;tiempo_entrega
La experiencia fue excelente. TODO SABROSO Y CALENTITO;4;calidad_comida
Fue una experiencia muy agradable. normlmente hy reprtidores disponibles 😍;4;cobertura_zona
Superó mis expectativas. buen tencion l cliente 😊;4;soporte_cliente
Superó mis expectativas. siempre hy cobertur en mi zon 👍;5;cobertura_zona
Simplemente correcto. llego un poco tarde pero ok;3;tiempo_entrega
Superó mis expectativas. normalmente hay repartidores disponibles 👏;4;cobertura_zona
La experiencia fue excelente. APP FACIL DE USAR 👍;4;usabilidad_app
El servicio fue insatisfactorio. tardo muchisimo la entrega 😡;2;tiempo_entrega
Quedé bastante decepcionado. ALGO CARO LA VERDAD 🤦;2;precio
La experiencia fue excelente. todo correcto esta vez 👍 👏 brutal;4;errores_pedido
Superó mis expectativas. ME ENCANTA la interfaz super intuitiva 😍 👍 pfff;5;usabilidad_app
No cumplió con lo esperado. PEDI hace 2 horas y no llega 😡;1;tiempo_entrega
Fue una experiencia muy agradable. app facil de usar 👍 meh;4;usabilidad_app
La experiencia dejó mucho que desear. comida fria y pasada 😡;1;calidad_comida
El servicio fue insatisfactorio. algo fria pero comible;2;calidad_comida
La experiencia dejó mucho que desear. se equivocron pero lo solucionron trde 😭 brutal;2;errores_pedido
El servicio fue insatisfactorio. ALGO CARO LA VERDAD;2;precio
Superó mis expectativas. TODO SABROSO Y CALENTITO 🔥;4;calidad_comida
Quedé muy satisfecho con el servicio. buena atencion al cliente 😊;4;soporte_cliente
Superó mis expectativas. siempre hy cobertur en mi zon 👍;5;cobertura_zona
Fue una experiencia muy agradable. normalmente hay repartidores disponibles;4;cobertura_zona
Quedé muy satisfecho con el servicio. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
Todo salió realmente bien. buen tencion l cliente 😊;4;soporte_cliente
No fue una buena experiencia. CRASHEA TODO EL RATO;1;usabilidad_app
Cumplió sin destacar demasiado. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
La experiencia fue excelente. ME ENCANTA la interfaz super intuitiva 😍 🔥 meh;5;usabilidad_app
No fue una buena experiencia. ALGO CARO LA VERDAD 👎;2;precio
Superó mis expectativas. pedido perfecto sin errores 👏;5;errores_pedido
Simplemente correcto. hubo un pequeño error pero nada grave;3;errores_pedido
Cumplió sin destacar demasiado. precio normal supongo pfff;3;precio
El servicio fue insatisfactorio. trdron en contestr;2;soporte_cliente
Fue una experiencia muy agradable. buen precio para la calidad;4;precio
No fue nada fuera de lo común. a veces hay servicio a veces no;3;cobertura_zona
Superó mis expectativas. soporte excelente solucionron todo 👏;5;soporte_cliente
La experiencia dejó mucho que desear. poca cobertura donde vivo;2;cobertura_zona
La experiencia fue excelente. todo correcto est vez 👍;4;errores_pedido
Superó mis expectativas. super barato con la promo 🔥 😊;5;precio
Quedé muy satisfecho con el servicio. TODO SABROSO Y CALENTITO;4;calidad_comida
Fue una experiencia estándar. hubo un pequeño error pero nada grave;3;errores_pedido
Superó mis expectativas. pedido perfecto sin errores 👏;5;errores_pedido
Todo salió realmente bien. llego rapido 👍 🔥 pfff;4;tiempo_entrega
Fue una experiencia muy agradable. soporte excelente solucionaron todo 👏 👍 pfff;5;soporte_cliente
En general, estuvo aceptable. hubo un pequeño error pero nd grve;3;errores_pedido
No cumplió con lo esperado. se equivocaron pero lo solucionaron tarde pfff;2;errores_pedido
Fue una experiencia muy agradable. ESPECTACULAR la comida 😍🔥 brutal;5;calidad_comida
En general, estuvo aceptable. funciona pero a veces falla;3;usabilidad_app
Todo salió realmente bien. NORMALMENTE HAY REPARTIDORES DISPONIBLES;4;cobertura_zona
Fue una experiencia muy agradable. LLEGO RAPIDO 👍;4;tiempo_entrega
Quedé muy satisfecho con el servicio. entrega bastante rapida la verdad 👏;4;tiempo_entrega
La experiencia dejó mucho que desear. se equivocaron pero lo solucionaron tarde;2;errores_pedido
No cumplió con lo esperado. va lenta y se traba;2;usabilidad_app
Quedé muy satisfecho con el servicio. todo sabroso y calentito 👍;4;calidad_comida
Fue una experiencia estándar. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
Superó mis expectativas. normlmente hy reprtidores disponibles;4;cobertura_zona
La experiencia dejó mucho que desear. CARISIMO PARA LO QUE ES 💸;1;precio
Fue una experiencia estándar. funciona pero a veces falla meh;3;usabilidad_app
No fue una buena experiencia. LLEGO TARDE OTRA VEZ 😤;2;tiempo_entrega
El servicio fue insatisfactorio. nunca hay disponibilidad;1;cobertura_zona
Quedé muy satisfecho con el servicio. siempre hy cobertur en mi zon 👍;5;cobertura_zona
Fue una experiencia muy agradable. APP FACIL DE USAR 👍;4;usabilidad_app
Quedé muy satisfecho con el servicio. soporte excelente solucionaron todo 👏;5;soporte_cliente
No fue una buena experiencia. crashea todo el rato 😭;1;usabilidad_app
La experiencia dejó mucho que desear. llego tarde otra vez 😤;2;tiempo_entrega
En general, estuvo aceptable. precio normal supongo;3;precio
Fue una experiencia muy agradable. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
La experiencia dejó mucho que desear. comida fria y pasada 😡 meh;1;calidad_comida
En general, estuvo aceptable. tiempo normal supongo;3;tiempo_entrega
Quedé bastante decepcionado. la app no funciona se cuelga 😡;1;usabilidad_app
Fue una experiencia muy agradable. ME ENCANTA l interfz super intuitiv 😍;5;usabilidad_app
Quedé bastante decepcionado. atencion pesima no responden 😡 😭;1;soporte_cliente
El servicio fue insatisfactorio. no hay repartidores en mi zona 😡;1;cobertura_zona
Superó mis expectativas. SUPER BARATO CON LA PROMO 🔥 ok;5;precio
Simplemente correcto. CALIDAD NORMAL, NADA ESPECIAL pfff;3;calidad_comida
Fue una experiencia muy agradable. todo correcto esta vez 👍;4;errores_pedido
Quedé muy satisfecho con el servicio. soporte excelente solucionaron todo 👏 😍;5;soporte_cliente
La experiencia fue excelente. IMPRESIONANTE LO RAPIDO QUE LLEGO 🔥;5;tiempo_entrega
Todo salió realmente bien. soporte excelente solucionaron todo 👏;5;soporte_cliente
Todo salió realmente bien. NORMALMENTE HAY REPARTIDORES DISPONIBLES;4;cobertura_zona
La experiencia fue excelente. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
Superó mis expectativas. siempre hy cobertur en mi zon 👍 😍;5;cobertura_zona
Quedé bastante decepcionado. pedido incorrecto otra vez 😡 fatal;1;errores_pedido
Todo salió realmente bien. BUENA ATENCION AL CLIENTE 😊 😍;4;soporte_cliente
Quedé muy satisfecho con el servicio. todo correcto esta vez 👍 🔥 brutal;4;errores_pedido
No fue nada fuera de lo común. a veces hay servicio a veces no;3;cobertura_zona
Todo salió realmente bien. buen precio para la calidad;4;precio
El servicio fue insatisfactorio. FALTABAN PRODUCTOS 🤦;1;errores_pedido
Quedé muy satisfecho con el servicio. RICA Y BIEN PREPARADA 😊;4;calidad_comida
